id	rate	bna
29133	14208	7650
29135	15801	8277
29137	8680	4367
29139	11939	5927
29141	20225	10179
29143	18411	8828
29145	58777	29111
29147	23186	11550
29149	10979	5389
29151	13758	7190
29153	9537	4839
29155	17837	8445
29157	19100	9498
29159	42215	20721
29161	45029	23557
29163	18517	10273
29165	93394	46047
29167	31107	15231
29169	53443	30390
29171	4895	2454
29173	10243	5150
29175	25135	13159
29177	23031	11480
29179	6578	3372
29181	13990	6925
29183	374805	184139
29185	9520	4819
29186	17990	9072
29187	66010	35586
29189	1001327	474150
29195	23334	11665
29197	4395	2135
29199	4873	2422
29201	39061	19062
29203	8317	4111
29205	6179	3066
29207	29837	14499
29209	31375	15358
29211	6512	3301
29213	53555	25998
29215	25735	13296
29217	20878	10093
29219	33043	16584
29221	25048	12920
29223	13397	6676
29225	36690	18691
29227	2082	1021
29229	18449	9087
29510	317850	153641
30001	9291	4716
30003	13141	6547
30005	6598	3285
30007	5692	2903
30009	10268	5140
30011	1227	623
30013	82090	41098
30015	5855	2917
30017	11945	5952
30019	1758	891
30021	9365	4924
30023	9211	4945
30025	3057	1568
30027	11468	5807
30029	93333	46583
30031	95323	49111
30033	1047	498
30035	13672	6672
30037	756	364
30039	3168	1626
30041	16523	8374
30043	11502	5965
30045	1997	1041
30047	29157	14342
30049	65357	32482
30051	2369	1160
30053	19337	9714
30055	1728	925
30057	7767	4082
30059	1898	903
30061	4238	2133
30063	111966	56328
30065	4790	2389
30067	15708	7896
30069	443	232
30071	4167	2086
30073	6206	3068
30075	1703	840
30077	6975	4318
30079	1372	733
30081	40823	20247
30083	11132	5699
30085	11072	5544
30087	9352	4565
30089	11346	5846
30091	3630	1837
30093	34549	17539
30095	9288	4703
30097	3633	1772
30099	6074	3011
30101	5150	2939
30103	812	432
30105	7577	3802
30107	2115	1087
30109	986	485
30111	153692	75474
31001	31442	15829
31003	6486	3229
31005	448	223
31007	820	399
31009	551	293
31011	5373	2670
31013	11310	5736
31015	2039	1032
31017	3078	1467
31019	47958	23881
31021	6647	3273
31023	8256	4162
31025	25360	12729
31027	8675	4396
31029	3897	1892
31031	5770	2726
31033	10077	4960
31035	6382	3225
31037	10522	5445
31039	9078	4514
31041	10802	5353
31043	20798	10100
31045	9136	4401
31047	24069	12142
31049	1946	977
31051	5866	2917
31053	36725	17956
31055	537655	264652
31057	2015	1045
31059	5697	2821
31061	3105	1562
31063	2573	1306
31065	4887	2376
31067	21818	10793
31069	1823	891
31071	1933	952
31073	1976	947
31075	769	392
31077	2476	1236
31079	60792	30430
31081	9100	4550
31083	3458	1821
31085	1084	592
31087	2879	1471
31089	10398	5151
31091	681	331
31093	6347	3234
31095	7433	3642
31097	5167	3070
31099	6549	3227
31101	8146	4073
31103	711	368
31105	3720	1847
31107	8556	4162
31109	298080	149454
31111	35896	17721
31113	851	412
31115	548	272
31117	433	223
31119	35111	17387
31121	7776	3826
31123	4874	2491
31125	3639	1806
31127	7168	3481
31129	4391	2175
31131	15842	7841
31133	2726	1382
31135	2924	1444
31137	9216	4599
31139	7184	3632
31141	32642	16580
31143	5271	2632
31145	10946	5480
31147	8201	4081
31149	1401	679
31151	14360	7438
31153	169192	84574
31155	20913	10568
31157	36684	17699
31159	16998	8690
31161	5294	2608
31163	3107	1534
31165	1249	651
31167	6081	3037
31169	5182	2553
31171	675	356
31173	6946	3430
31175	4254	2129
31177	20257	9976
31179	9425	4839
31181	3697	1793
31183	847	432
31185	13825	6832
32001	24252	12368
32003	2035572	1019927
32005	47259	23755
32007	51562	26951
32009	1141	520
32011	1669	797
32013	17067	8971
32015	5946	3231
32017	5194	2854
32019	51657	26001
32021	4566	2433
32023	42625	21179
32027	6722	4455
32029	3929	1882
32031	435019	218795
32033	9974	5657
32510	54482	27959
33001	60399	29573
33003	47513	23712
33005	76430	37155
33007	31870	16226
33009	89341	44024
33011	403972	200201
33013	147262	72470
33015	299006	147837
33017	125273	61104
33019	43135	21182
34001	275376	133217
34003	926330	448049
34005	450556	221673
34007	511998	247370
34009	95805	46617
34011	157035	80938
34013	791609	380222
34015	290298	141053
34017	662619	329204
34019	126250	62901
34021	370212	181158
34023	830300	408374
34025	629185	306200
34027	498192	244074
34029	583450	280258
34031	507574	247026
34033	65120	31653
34035	330604	161252
34037	145930	72391
34039	548744	267263
34041	107226	52134
35001	673943	330578
35003	3583	1904
35005	65811	32746
35006	27382	13817
35007	12997	6510
35009	50497	26088
35011	2020	907
35013	213963	105321
35015	55641	28251
35017	29119	14383
35019	4526	2620
35021	565	292
35023	4643	2313
35025	68149	35007
35027	19931	9898
35028	17939	9179
35029	24789	12353
35031	73998	35681
35033	4660	2226
35035	65318	33379
35037	8698	4216
35039	39949	19625
35041	19908	10076
35043	136638	67141
35045	125133	62024
35047	28668	14230
35049	147108	71649
35051	11615	5822
35053	17494	9115
35055	32943	16073
35057	15853	8258
35059	4339	2422
35061	76297	38310
36001	307463	148776
36003	48070	24313
36005	1428357	672447
36007	198093	97363
36009	78962	39089
36011	79173	40576
36013	132646	65776
36015	88267	43776
36017	49549	24678
36019	81685	42107
36021	62195	31244
36023	49043	23921
36025	46901	23515
36027	296928	147663
36029	921584	445761
36031	38912	20283
36033	51280	28253
36035	54606	27217
36037	59458	29617
36039	48312	24996
36041	4760	2406
36043	64034	31598
36045	118947	61875
36047	2595259	1229001
36049	27124	13715
36051	64801	32469
36053	72427	35647
36055	749356	362021
36057	49779	24504
36059	1354612	656738
36061	1629507	769434
36063	214150	104173
36065	233558	116334
36067	468304	226176
36069	109192	53574
36071	375384	187873
36073	42204	21001
36075	121183	60691
36077	61399	29873
36079	99488	49597
36081	2301139	1115459
36083	159900	78944
36085	472481	228703
36087	320688	157250
36089	112011	57007
36091	223774	110362
36093	154796	75210
36095	31913	15946
36097	18410	9262
36099	35144	18527
36101	98665	48887
36103	1501373	739210
36105	76330	38992
36107	50199	24794
36109	103855	51125
36111	181300	90169
36113	65180	31977
36115	62700	32471
36117	92416	45726
36119	967315	466996
36121	41446	22442
36123	25187	12271
37001	155258	74019
37003	37158	19042
37005	10911	5416
37007	26135	13693
37009	27114	13389
37011	17695	9673
37013	47561	22645
37015	20518	10429
37017	34720	16491
37019	115926	56359
37021	247336	118950
37023	89548	44499
37025	188375	91929
37027	81758	40178
37029	10161	5114
37031	68228	33481
37033	23174	11711
37035	154610	75784
37037	67431	33001
37039	27092	13267
37041	14656	7039
37043	10656	5081
37045	97178	46587
37047	57230	28199
37049	104450	52755
37051	324603	158270
37053	24492	12201
37055	34863	17146
37057	163867	80308
37059	41447	20192
37061	59453	29280
37063	288817	138537
37065	55280	25693
37067	361684	171662
37069	62296	30917
37071	209807	101627
37073	11724	5791
37075	8700	4253
37077	58109	29595
37079	21328	11499
37081	506763	240753
37083	53407	25620
37085	124320	61281
37087	59170	28638
37089	109719	53143
37091	24368	12032
37093	51075	25202
37095	5693	3097
37097	165066	81281
37099	40812	20055
37101	178396	87648
37103	10166	4966
37105	59418	29090
37107	58782	27973
37109	79578	39434
37111	44961	22696
37113	33919	16455
37115	21027	10461
37117	23729	11186
37119	990288	476765
37121	15330	7512
37123	27601	13393
37125	91743	44062
37127	94722	45521
37129	213091	102777
37131	21011	10164
37133	183753	99526
37135	138644	66199
37137	12982	6685
37139	40018	19623
37141	55166	27596
37143	13498	6402
37145	39262	19088
37147	173798	82005
37149	20327	9808
37151	142370	70316
37153	46046	22459
37155	134871	65273
37157	92300	44553
37159	138361	68359
37161	66865	32462
37163	63873	31398
37165	35932	17774
37167	60586	30324
37169	46661	22837
37171	73170	35843
37173	14163	6808
37175	32928	15981
37177	4152	2413
37179	213422	105500
37181	44829	20984
37183	976019	474967
37185	20468	10316
37187	12668	5828
37189	52240	26035
37191	124355	61106
37193	68946	33990
37195	81581	38776
37197	37971	18706
37199	17604	8561
38001	2341	1184
38003	11097	5524
38005	6794	3497
38007	969	582
38009	6634	3492
38011	3221	1560
38013	2208	1209
38015	88223	43809
38017	162500	81905
38019	3890	1959
38021	5195	2610
38023	2314	1170
38025	4195	2221
38027	2370	1112
38029	3463	1738
38031	3366	1674
38033	1822	870
38035	68979	35439
38037	2362	1170
38039	2329	1172
38041	2621	1252
38043	2430	1279
38045	4113	2149
38047	1945	943
38049	5817	3046
38051	2759	1341
38053	9615	5077
38055	9451	4783
38057	8633	4469
38059	28985	14737
38061	9253	5086
38063	3048	1572
38065	1819	944
38067	7206	3694
38069	4395	2220
38071	11566	5892
38073	5453	2788
38075	2562	1294
38077	16317	8414
38079	14498	7120
38081	3874	2038
38083	1337	668
38085	4380	2215
38087	673	376
38089	28628	14859
38091	1979	1034
38093	21076	10697
38095	2294	1129
38097	8077	4052
38099	11005	5635
38101	67736	35076
38103	4204	2121
38105	29619	16066
39001	28229	13957
39003	105196	52977
39005	53189	26020
39007	99777	50062
39009	64974	32482
39011	45873	22745
39013	69560	35479
39015	44247	21878
39017	372538	182470
39019	28361	14173
39021	39393	19653
39023	136827	66217
39025	200285	98883
39027	41892	20714
39029	105987	53166
39031	36724	18291
39033	42725	20808
39035	1263189	600864
39037	52356	25694
39039	38669	19215
39041	185433	91762
39043	76141	37232
39045	149112	74128
39047	28769	14190
39049	1215761	592278
39051	42485	20969
39053	30565	14900
39055	93874	46161
39057	164192	80590
39059	39626	19475
39061	804194	386561
39063	75428	36940
39065	31736	15789
39067	15633	7704
39069	28015	13815
39071	43170	21308
39073	28914	14521
39075	43436	21746
39077	58937	29086
39079	32854	16082
39081	68053	32976
39083	61004	29869
39085	229437	112045
39087	61827	30202
39089	168693	82562
39091	45484	22402
39093	303152	149303
39095	436261	211587
39097	43456	23851
39099	234550	114040
39101	65943	35022
39103	174831	86190
39105	23473	11556
39107	40863	20523
39109	103517	50902
39111	14547	7276
39113	533763	256680
39115	14913	7421
39117	34996	17515
39119	86016	41796
39121	14508	8359
39123	41162	20432
39125	19165	9530
39127	36025	18035
39129	56515	29866
39131	28396	14207
39133	161897	79107
39135	41682	20643
39137	34184	17110
39139	122312	61944
39141	77334	40627
39143	60187	29717
39145	78017	38655
39147	55929	27944
39149	49067	24590
39151	374979	181905
39153	541847	262467
39155	206373	100568
39157	92697	45715
39159	53470	25523
39161	28576	13984
39163	13234	6643
39165	219916	110375
39167	61351	30112
39169	115371	57126
39171	37386	18604
39173	128885	63329
39175	22467	11073
40001	22236	11098
40003	5755	3454
40005	13906	7307
40007	5530	2733
40009	23300	12515
40011	9810	5239
40013	44003	21412
40015	29495	15339
40017	126193	62570
40019	48442	23465
40021	48097	23764
40023	15120	7324
40025	2341	1164
40027	268614	134102
40029	5812	2852
40031	125531	65098
40033	6112	3042
40035	14744	7545
40037	70761	35084
40039	28978	14515
40041	41409	20465
40043	4863	2468
40045	4121	2051
40047	62192	30902
40049	27455	13516
40051	53612	26570
40053	4517	2228
40055	6117	3570
40057	2866	1408
40059	3766	1884
40061	12850	6361
40063	13785	7450
40065	26056	12887
40067	6333	3207
40069	11022	5406
40071	45587	22556
40073	15302	7651
40075	9302	4599
40077	10774	5462
40079	49899	25046
40081	34504	17171
40083	44493	21995
40085	9663	4742
40087	36512	18217
40089	33143	16260
40091	20280	10013
40093	7700	3854
40095	16014	7979
40097	41007	20370
40099	13733	6832
40101	70224	34335
40103	11506	5626
40105	10555	5211
40107	12248	6585
40109	754480	369112
40111	39446	19604
40113	48054	24068
40115	32085	15750
40117	16499	8264
40119	79423	40596
40121	44961	22859
40123	38055	18595
40125	71136	33906
40127	11226	5503
40129	3780	1888
40131	89190	44355
40133	25481	12450
40135	41464	20506
40137	44806	21808
40139	21588	11340
40141	7715	3953
40143	623335	303789
40145	75391	37173
40147	51760	25011
40149	11649	5832
40151	9033	4911
40153	20986	11172
41001	16052	8163
41003	86495	43624
41005	389438	191639
41007	37382	18526
41009	49389	24694
41011	62775	30828
41013	20956	10352
41015	22338	10878
41017	166622	82129
41019	107194	52932
41021	1883	940
41023	7276	3594
41025	7229	3632
41027	22749	11326
41029	208363	101395
41031	22061	11313
41033	83409	40834
41035	65972	32815
41037	7842	4201
41039	357060	175470
41041	46347	22551
41043	118971	58803
41045	30551	16697
41047	323259	160907
41049	11204	5800
41051	768418	379725
41053	77264	37171
41055	1795	903
41057	25430	12875
41059	76738	40004
41061	25745	12664
41063	6857	3368
41065	25492	12634
41067	556210	273743
41069	1348	654
41071	101119	50669
42001	101767	50307
42003	1231145	592511
42005	67979	33786
42007	169785	82231
42009	49086	24504
42011	413965	203262
42013	126448	61668
42015	62228	30666
42017	626583	307126
42019	185689	91628
42021	139381	68740
42023	4869	2426
42025	64634	31860
42027	157823	82583
42029	509797	250671
42031	39454	19216
42033	81343	42338
42035	39614	19271
42037	66912	32181
42039	87343	42688
42041	241427	119074
42043	271094	131140
42045	561683	269512
42047	31370	15557
42049	279858	137907
42051	134851	66332
42053	7581	5551
42055	152285	74663
42057	14694	7405
42059	37938	19652
42061	45906	24284
42063	87895	44252
42065	44756	22240
42067	24829	12384
42069	213459	103058
42071	530216	259423
42073	89162	43042
42075	135776	66380
42077	356756	173680
42079	320095	157486
42081	116656	57292
42083	42884	22029
42085	115320	56734
42087	46675	22971
42089	167881	82806
42091	812970	394888
42093	18508	8954
42095	299616	146756
42097	94006	47525
42099	45677	22981
42101	1555072	734521
42103	56632	28249
42105	17377	8696
42107	146360	74521
42109	40046	19828
42111	76617	39695
42113	6381	3317
42115	42369	21316
42117	42284	20994
42119	44958	24755
42121	53906	26484
42123	40962	20500
42125	208226	101743
42127	51642	27420
42129	361251	176227
42131	28147	14134
42133	439660	217323
44001	49176	23646
44003	164958	79650
44005	82663	40559
44007	630459	305247
44009	126405	61286
45001	24997	12308
45003	163908	79318
45005	9838	5225
45007	191215	92287
45009	15432	7359
45011	22098	10290
45013	171420	84523
45015	193613	96518
45017	14958	7237
45019	372904	180654
45021	55863	27102
45023	32556	15902
45025	46192	22565
45027	34178	16759
45029	38004	18196
45031	67922	32091
45033	31435	14878
45035	145715	70881
45037	26466	14234
45039	23108	11060
45041	138330	64688
45043	60572	28819
45045	474903	230780
45047	69771	32567
45049	20473	10561
45051	290730	141358
45053	26549	13344
45055	62722	30405
45057	81263	39803
45059	66389	32264
45061	18461	9641
45063	273843	133755
45065	9895	5442
45067	32167	14778
45069	27993	14930
45071	37690	18375
45073	74949	36975
45075	90575	42660
45077	120124	59831
45079	397899	193206
45081	20000	10206
45083	291240	141396
45085	107777	51732
45087	28125	13467
45089	33238	16166
45091	240076	115873
46003	2729	1408
46005	18168	9072
46007	3438	1659
46009	7013	4053
46011	33046	16834
46013	38060	18591
46015	5330	2621
46017	2038	1027
46019	10292	5086
46021	1548	731
46023	9239	4598
46025	3625	1846
46027	14011	7009
46029	27750	13969
46031	4149	2123
46033	8394	4195
46035	19787	9961
46037	5618	2832
46039	4341	2251
46041	5579	2718
46043	2973	1463
46045	4018	1978
46047	6906	3503
46049	2359	1238
46051	7227	3779
46053	4226	2153
46055	2083	1054
46057	5982	3021
46059	3375	1708
46061	3386	1727
46063	1328	692
46065	17466	8493
46067	7226	3586
46069	1413	702
46071	3237	1595
46073	2031	962
46075	781	390
46077	5107	2590
46079	12086	6149
46081	24645	12202
46083	49874	24825
46085	3837	2027
46087	5613	2811
46089	2263	1165
46091	4701	2443
46093	26381	13823
46095	2086	1042
46097	2306	1172
46099	178942	89658
46101	6439	3227
46102	14153	6809
46103	106085	53101
46105	2981	1506
46107	2307	1098
46109	10318	5167
46111	2339	1224
46115	6570	3323
46117	2962	1495
46119	1469	823
46121	9942	4862
46123	5504	2780
46125	8302	4176
46127	14842	7476
46129	5495	2688
46135	22636	11796
46137	2833	1391
47001	75430	36585
47003	45986	22691
47005	16261	8010
47007	13686	7677
47009	125188	60612
47011	102062	49664
47013	40176	19455
47015	13787	6783
47017	28353	13818
47019	56941	27856
47021	39422	19553
47023	17324	8297
47025	31748	15556
47027	7780	3820
47029	35321	17241
47031	53448	26000
47033	14600	6906
47035	57455	28022
47037	658506	317582
47039	11686	5687
47041	19038	9515
47043	50472	24762
47045	38054	18422
47047	38814	19133
47049	17931	8783
47051	41138	20046
47053	49572	23577
47055	28949	14161
47057	22736	11318
47059	68576	33463
47061	13524	6687
47063	62999	30693
47065	348121	167812
47067	6642	3279
47069	26253	14297
47071	25900	12619
47073	56595	27682
47075	18248	8544
47077	28013	13465
47079	32269	15657
47081	24283	12745
47083	8290	4098
47085	18240	9048
47087	11496	5816
47089	52490	25876
47091	18017	9643
47093	444348	215996
47095	7687	4937
47097	27427	14296
47099	42226	20757
47101	11944	6016
47103	33550	16431
47105	50229	24438
47107	52506	25513
47109	26103	12684
47111	22761	11209
47113	98184	46495
47115	28306	13861
47117	31159	15339
47119	84089	40561
47121	11716	5755
47123	45293	22675
47125	185980	92677
47127	6351	3073
47129	21794	12150
47131	31129	14945
47133	22100	10878
47135	7864	3948
47137	5097	2505
47139	16687	8370
47141	73810	36303
47143	32394	16022
47145	53162	26021
47147	67426	33086
47149	282558	139456
47151	22043	10789
47153	14592	7172
47155	93617	45866
47157	937750	447161
47159	19136	9479
47161	13286	6668
47163	156752	75894
47165	169623	82811
47167	61674	30506
47169	7884	3938
47171	18069	8945
47173	19096	9501
47175	5596	2791
47177	40015	19801
47179	125317	60955
47181	16897	9295
47183	34415	16743
47185	26252	12845
47187	199456	97258
47189	122445	59985
48001	57915	35469
48003	16775	8557
48005	87748	42886
48007	24292	12031
48009	8779	4374
48011	1943	977
48013	47050	23397
48015	28886	14386
48017	7126	3692
48019	20796	10387
48021	76948	39211
48023	3628	1765
48025	32659	19722
48027	326041	162705
48029	1825502	897690
48031	10723	5398
48033	705	362
48035	17971	8853
48037	93155	47014
48039	331741	168196
48041	205271	104060
48043	9235	4434
48045	1670	871
48047	7221	3744
48049	37833	18768
48051	17293	8611
48053	44144	21891
48055	39347	19907
48057	21666	10840
48059	13532	6615
48061	417947	201583
48063	12516	6105
48065	6068	2926
48067	30328	14717
48069	7948	4053
48071	37251	18691
48073	51167	26098
48075	7059	4050
48077	10479	5265
48079	2993	1519
48081	3238	1667
48083	8536	4223
48085	862215	423260
48087	3058	1490
48089	20757	10231
48091	119632	59187
48093	13623	6673
48095	4086	2726
48097	38761	19129
48099	76128	37681
48101	1510	786
48103	4730	2368
48105	3699	1854
48107	6007	2926
48109	2296	1124
48111	7014	3752
48113	2485003	1225722
48115	13542	7670
48117	19245	9491
48119	5223	2586
48121	731851	360112
48123	20540	10795
48125	2281	1222
48127	10682	5185
48129	3588	1766
48131	11577	6038
48133	18328	8979
48135	149557	75182
48137	1906	854
48139	157058	77570
48141	831095	406117
48143	40039	19692
48145	17410	8192
48147	33748	17810
48149	24849	12267
48151	3858	1826
48153	6178	3020
48155	1197	591
48157	658331	323468
48159	10599	5383
48161	19586	10230
48163	18168	10723
48165	18916	9556
48167	308163	152405
48169	6410	4247
48171	25398	12385
48173	1180	655
48175	7410	3653
48177	20172	10122
48179	22983	12253
48181	122780	59917
48183	123178	60328
48185	26961	14823
48187	143460	70832
48189	35504	18337
48191	3203	1605
48193	8266	4040
48195	5559	2787
48197	3992	1935
48199	55375	27325
48201	4356362	2166727
48203	66417	32594
48205	6121	3771
48207	5853	3342
48209	177562	88420
48211	4115	2021
48213	79016	38598
48215	819217	399234
48217	34923	17174
48219	23322	11489
48221	53171	26267
48223	35645	17589
48225	22949	12227
48227	36105	20496
48229	3330	1645
48231	88052	43515
48233	21858	10970
48235	1644	824
48237	8946	5121
48239	14486	7060
48241	35768	17328
48243	2232	1093
48245	252872	129292
48247	5239	2651
48249	41461	20450
48251	155450	77610
48253	19978	12652
48255	14879	8799
48257	109289	53588
48259	37361	17951
48261	565	295
48263	821	423
48265	50149	24194
48267	4486	2239
48269	267	136
48271	3577	2092
48273	32029	16601
48275	3796	1902
48277	49566	24057
48279	13742	6966
48281	20219	9908
48283	7191	4021
48285	19549	9456
48287	16664	8393
48289	16819	8308
48291	77486	38184
48293	23454	12091
48295	3483	1866
48297	11873	6421
48299	19323	9219
48301	117	74
48303	290782	143698
48305	5764	2902
48307	8273	4086
48309	241505	117708
48311	778	405
48313	13838	8648
48315	10248	4900
48317	5252	2624
48319	4066	2196
48321	36598	18119
48323	56548	27870
48325	47392	24482
48327	2182	1065
48329	151290	75306
48331	24344	12087
48333	4875	2242
48335	9169	5665
48337	19478	9597
48339	502586	248919
48341	22281	11512
48343	12700	6103
48345	1071	596
48347	65531	31409
48349	48118	23717
48351	14231	7347
48353	15061	7618
48355	352060	173195
48357	10642	5439
48359	2071	1137
48361	83217	41232
48363	27921	13822
48365	23900	11536
48367	121418	60724
48369	10004	5150
48371	15807	9003
48373	46113	24757
48375	122352	62842
48377	7304	3605
48379	11037	5630
48381	126782	62256
48383	3598	1853
48385	3356	1654
48387	12567	6100
48389	14179	8004
48391	7277	3636
48393	931	442
48395	16532	8262
48397	85536	41950
48399	10445	5181
48401	53457	28172
48403	10440	5090
48405	8695	4152
48407	27023	13414
48409	66070	33039
48411	5893	3231
48413	3224	1582
48415	17238	9312
48417	3352	1633
48419	25725	12565
48421	3066	1574
48423	217552	105157
48425	8608	4159
48427	62648	30368
48429	9452	5036
48431	1346	696
48433	1414	722
48435	3966	2036
48437	7713	4041
48439	1914526	937266
48441	134435	65704
48443	921	430
48445	12687	6835
48447	1545	724
48449	32553	16046
48451	115056	56913
48453	1121645	564941
48455	14405	7001
48457	21462	11629
48459	40096	19949
48461	3405	1623
48463	26952	13189
48465	48980	24828
48467	52736	25975
48469	90099	44152
48471	69330	40484
48473	45847	23062
48475	11225	5590
48477	34236	17143
48479	263251	128182
48481	41264	20305
48483	5618	2842
48485	131957	68245
48487	13158	6556
48489	22002	11947
48491	473592	232740
48493	45509	22823
48495	7576	3808
48497	61243	30667
48499	42712	21159
48501	8213	4122
48503	18329	9158
48505	14308	7153
48507	12060	5978
49001	6461	3318
49003	50991	25709
49005	117449	58573
49007	20927	10335
49009	776	422
49011	323374	162703
49013	19817	10051
49015	10728	5414
49017	5069	2637
49019	9388	4833
49021	47139	23588
49023	10400	5404
49025	7202	3502
49027	12582	6414
49029	10276	5238
49031	1865	1023
49033	2292	1093
49035	1078958	541831
49037	15152	7538
49039	28261	14845
49041	20871	10615
49043	38521	19616
49045	60893	30737
49047	35721	18262
49049	551957	277687
49051	26661	13421
49053	148244	73265
49055	2722	1407
49057	238682	119748
50001	36943	18355
50003	36589	17948
50005	31012	15400
50007	159711	77980
50009	6207	3111
50011	48418	24000
50013	6952	3419
50015	25027	12439
50017	28929	14349
50019	27146	13611
50021	60530	29688
50023	59132	29182
50025	43858	21603
50027	56150	27488
51001	33115	16117
51003	103108	49365
51005	16066	7888
51007	12777	6492
51009	32148	15475
51011	15208	7377
51013	223945	112006
51015	74053	37440
51017	4583	2233
51019	76463	37567
51021	6662	3719
51023	33155	16419
51025	16930	8882
51027	23486	11889
51029	17068	9476
51031	55012	26655
51033	29349	14513
51035	29856	14955
51036	7118	3522
51037	12313	6129
51041	328176	157960
51043	14299	7031
51045	5212	2502
51047	48424	24398
51049	9859	4940
51051	15463	7848
51053	28110	13947
51057	11151	5158
51059	1128722	558606
51061	67463	33341
51063	15523	7788
51065	26014	11924
51067	56315	27611
51069	81340	40404
51071	16907	8287
51073	37001	18283
51075	21721	10736
51077	15573	7675
51079	18938	9237
51081	11760	7303
51083	35506	16904
51085	101340	49687
51087	318864	150466
51089	52580	25278
51091	2244	1003
51093	35740	17503
51095	70673	34241
51097	7106	3666
51099	24933	12506
51101	16097	7860
51103	11129	5240
51105	25206	13223
51107	351129	173986
51109	33986	16752
51111	12558	6588
51113	13147	6363
51115	8880	4103
51117	31555	15232
51119	10717	5302
51121	96467	49981
51125	14858	7210
51127	19560	10045
51131	12184	5917
51133	12304	5937
51135	15711	8320
51137	34596	16922
51139	23843	11707
51141	18264	9001
51143	62794	30806
51145	28207	15159
51147	23022	11426
51149	37380	20440
51153	437271	217901
51155	34528	17232
51157	7431	3681
51159	8989	5166
51161	93633	44757
51163	22444	11111
51165	77785	38141
51167	28245	13803
51169	22570	11369
51171	42724	20725
51173	31734	15512
51175	18410	9661
51177	127691	62742
51179	137145	69055
51181	6823	3349
51183	11864	8130
51185	43870	21766
51187	38481	19278
51191	54759	27092
51193	17557	8582
51195	40530	20986
51197	29190	14352
51199	66471	32665
51510	149315	72057
51520	17524	8158
51530	6666	3062
51540	45084	21771
51550	230601	112641
51570	17515	8142
51580	5736	2979
51590	42450	19411
51595	5672	2605
51600	23402	11482
51610	13308	6374
51620	8457	3766
51630	27395	12783
51640	6876	3321
51650	137081	66111
51660	51388	24462
51670	22279	10546
51678	7071	4372
51680	78158	36717
51683	40743	20314
51685	15625	8219
51690	13624	6155
51700	181323	87790
51710	245452	128079
51720	4007	1626
51730	32123	14773
51735	12077	5912
51740	96135	46221
51750	17057	8211
51760	213735	101702
51770	98736	47511
51775	25165	11919
51790	24193	10861
51800	86184	41511
51810	448290	220275
51820	21150	10083
51830	14754	6665
51840	27168	13433
53001	19081	9698
53003	22040	10564
53005	184930	92396
53007	74267	37027
53009	72397	35935
53011	444506	219826
53013	3989	2005
53015	102338	50495
53017	39599	19875
53019	7652	3987
53021	86443	45052
53023	2230	1110
53025	92070	46507
53027	71419	36748
53029	79329	39540
53031	30083	14850
53033	2045756	1020901
53035	255441	130126
53037	42204	21126
53039	20820	10277
53041	75515	37774
53043	10363	5212
53045	60791	31476
53047	41332	20922
53049	20645	10371
53051	12968	6665
53053	821952	408209
53055	15956	7643
53057	119343	59117
53059	11243	5665
53061	746653	374847
53063	480832	238241
53065	43548	21895
53067	262723	128796
53069	4035	1951
53071	59726	30558
53073	207100	102637
53075	46737	23794
53077	247408	123907
54001	16731	8142
54003	108724	53507
54005	24000	11917
54007	14466	7256
54009	23665	11537
54011	96824	47123
54013	7557	3783
54015	9141	4578
54017	8201	4375
54019	45534	22936
54021	8644	5111
54023	11815	5881
54025	35666	17438
54027	23542	12085
54029	30201	14616
54031	13936	7023
54033	68998	33680
54035	29256	14506
54037	55214	27113
54039	190781	91860
54041	16434	8181
54043	21560	10701
54045	35760	17612
54047	20802	10471
54049	56790	27830
54051	32480	15990
54053	27177	13144
54055	61891	29509
54057	27755	13696
54059	25931	12686
54061	101668	52641
54063	13525	6686
54065	17475	8622
54067	25930	12779
54069	43637	20931
54071	7402	3720
54073	7636	4059
54075	8697	4452
54077	33809	17419
54079	56596	27714
54081	78493	39343
54083	29365	15111
54085	10140	5015
54087	14636	7231
54089	13544	6185
54091	16977	8592
54093	6972	3474
54095	9033	4464
54097	24560	12223
54099	41499	20257
54101	8927	4387
54103	16157	7931
54105	5841	2936
54107	86559	41844
54109	22866	11328
55001	20451	11033
55003	15993	7996
55005	45686	23012
55007	15050	7719
55009	254717	126333
55011	13319	6753
55013	15334	7845
55015	49678	24937
55017	63209	32911
55019	34518	17475
55021	56607	28741
55023	16483	8483
55025	510198	252850
55027	88547	46309
55029	27731	13639
55031	43799	21864
55033	44159	22290
55035	101281	49791
55037	4476	2346
55039	101920	49914
55041	9150	4647
55043	51489	26741
55045	37044	18372
55047	18966	9574
55049	23769	11884
55051	5907	2934
55053	20543	11022
55055	84345	42050
55057	26494	14018
55059	167738	82897
55061	20483	10406
55063	117048	57261
55065	16835	8521
55067	19551	9794
55069	28286	14104
55071	80521	40110
55073	135177	67921
55075	41287	20693
55077	15140	7713
55078	4451	2185
55079	955939	461804
55081	45274	22883
55083	37476	19149
55085	35653	17968
55087	180430	89937
55089	87273	42831
55091	7372	3717
55093	40799	20275
55095	43572	21937
55097	70432	35265
55099	13800	6959
55101	194895	96458
55103	17746	8946
55105	160727	78915
55107	14357	7216
55109	86118	42922
55111	62992	31578
55113	16483	8342
55115	41563	20808
55117	115226	57960
55119	20569	10509
55121	29412	14813
55123	30279	15082
55125	21355	10709
