id	rate	bna
55127	103039	51420
55129	15700	7799
55131	132921	65880
55133	393873	193441
55135	52125	26378
55137	24321	12783
55139	169004	85019
55141	74012	36594
56001	37565	19692
56003	11895	6002
56005	48013	24914
56007	15739	8592
56009	14101	7118
56011	7229	3716
56013	40755	20358
56015	13544	7180
56017	4809	2394
56019	8600	4525
56021	95431	47911
56023	18316	9356
56025	80011	40495
56027	2516	1164
56029	28985	14230
56031	8750	4495
56033	29738	14695
56035	10117	5353
56037	44772	23359
56039	22311	11537
56041	20930	10636
56043	8400	4144
56045	7152	3695
72001	18962	9266
72003	40603	19912
72005	57973	28267
72007	27693	13520
72009	24829	12000
72011	28579	13888
72013	92511	44478
72015	19018	8892
72017	24775	11854
72019	29805	14695
72021	197287	93812
72023	50380	24010
72025	138262	64768
72027	33949	16353
72029	47432	22973
72031	168114	77517
72033	26680	12658
72035	46647	22477
72037	12810	6033
72039	17928	8788
72041	42298	20626
72043	40293	19618
72045	20339	10122
72047	35975	17528
72049	1557	880
72051	38166	18284
72053	34720	16308
72054	12408	6018
72055	18207	8781
72057	43700	21689
72059	20442	9844
72061	93899	44511
72063	46765	22277
72065	41578	20062
72067	16845	7824
72069	56384	26742
72071	44438	21654
72073	15890	7917
72075	49259	23645
72077	40104	19165
72079	24722	12065
72081	28727	14187
72083	9306	4610
72085	38605	18671
72087	28454	13335
72089	19497	9196
72091	42167	20017
72093	6315	3144
72095	11701	5779
72097	83418	39978
72099	38815	19039
72101	32294	16067
72103	26804	12733
72105	29751	14700
72107	22595	11376
72109	18441	9075
72111	22770	11107
72113	156054	75153
72115	25205	12258
72117	14841	7249
72119	53029	25845
72121	24307	11536
72123	30114	14631
72125	34125	16590
72127	371400	170416
72129	39778	19485
72131	40471	19723
72133	22913	11085
72135	74603	36028
72137	85242	40215
72139	71886	34036
72141	31474	15368
72143	39319	18762
72145	56858	27379
72147	9130	4585
72149	24685	12086
72151	36279	17648
72153	39474	19047
