CensusId	State	County	TotalPop	Men	Women	White	Black	Native	Asian	Pacific	Employed	Unemployment
18117	Indiana	Orange	19725	9783	9942	95.8	1.4	0.1	0.3	0.0	8330	6.8
18119	Indiana	Owen	21192	10705	10487	96.6	0.6	0.3	0.2	0.0	9276	8.0
18121	Indiana	Parke	17107	8098	9009	95.0	2.0	0.2	0.1	0.3	6730	7.8
18123	Indiana	Perry	19414	10407	9007	94.4	3.0	0.1	0.3	0.0	8399	5.6
18125	Indiana	Pike	12687	6373	6314	99.1	0.2	0.0	0.1	0.0	5902	5.1
18127	Indiana	Porter	166570	81958	84612	84.5	3.2	0.2	1.4	0.1	78219	7.3
18129	Indiana	Posey	25567	12708	12859	96.4	1.3	0.0	0.4	0.0	12101	5.3
18131	Indiana	Pulaski	13047	6623	6424	94.9	0.3	0.1	0.4	0.0	5831	7.0
18133	Indiana	Putnam	37650	19967	17683	91.9	4.0	0.2	0.9	0.0	15518	7.3
18135	Indiana	Randolph	25596	12487	13109	94.5	0.4	0.1	0.1	0.0	11319	7.8
18137	Indiana	Ripley	28612	14064	14548	96.1	0.5	0.2	1.1	0.0	13088	7.4
18139	Indiana	Rush	16991	8414	8577	96.5	0.9	0.0	0.2	0.0	7787	6.9
18141	Indiana	St. Joseph	267246	129457	137789	74.4	12.8	0.3	2.0	0.1	123170	8.5
18143	Indiana	Scott	23783	11685	12098	96.4	0.2	0.1	0.4	0.0	9803	11.0
18145	Indiana	Shelby	44441	21899	22542	92.8	1.3	0.0	0.7	0.0	21379	8.3
18147	Indiana	Spencer	20856	10557	10299	95.4	0.6	0.2	0.3	0.1	10060	5.6
18149	Indiana	Starke	23117	11395	11722	94.6	0.7	0.1	0.3	0.0	9583	11.5
18151	Indiana	Steuben	34267	17379	16888	94.3	0.3	0.0	0.4	0.0	16375	6.9
18153	Indiana	Sullivan	21111	11540	9571	92.3	4.5	0.3	0.2	0.0	8203	6.8
18155	Indiana	Switzerland	10500	5443	5057	96.6	1.0	0.2	0.2	0.0	4314	9.6
18157	Indiana	Tippecanoe	180952	92366	88586	78.4	4.4	0.1	7.2	0.0	86629	6.5
18159	Indiana	Tipton	15573	7776	7797	95.7	0.2	0.0	0.1	0.3	7195	6.2
18161	Indiana	Union	7299	3681	3618	96.3	0.2	0.0	0.6	0.0	3384	7.7
18163	Indiana	Vanderburgh	181305	87661	93644	84.6	9.0	0.2	1.1	0.1	86077	6.2
18165	Indiana	Vermillion	15860	7785	8075	97.0	0.3	0.4	0.3	0.0	6686	6.5
18167	Indiana	Vigo	108268	54952	53316	86.1	6.1	0.2	1.9	0.0	47334	8.9
18169	Indiana	Wabash	32358	15894	16464	94.7	0.8	0.7	0.3	0.0	14892	7.0
18171	Indiana	Warren	8367	4159	4208	96.9	0.6	0.2	0.1	0.0	4031	5.5
18173	Indiana	Warrick	60995	30171	30824	93.3	1.5	0.2	2.1	0.0	29930	5.0
18175	Indiana	Washington	27930	13867	14063	97.0	0.1	0.4	0.2	0.0	11783	10.1
18177	Indiana	Wayne	67866	32924	34942	88.8	4.7	0.1	0.8	0.0	28437	9.0
18179	Indiana	Wells	27796	13709	14087	95.5	0.6	0.3	0.6	0.0	13510	4.1
18181	Indiana	White	24388	12107	12281	90.3	0.4	0.0	0.2	0.0	11433	6.0
18183	Indiana	Whitley	33330	16667	16663	95.9	0.4	0.4	0.3	0.0	16503	5.3
19001	Iowa	Adair	7426	3667	3759	97.2	0.4	0.0	0.3	0.0	3776	3.2
19003	Iowa	Adams	3892	1942	1950	97.0	0.7	0.0	0.3	0.0	1994	3.2
19005	Iowa	Allamakee	14060	7169	6891	92.0	0.7	0.1	0.3	0.0	6904	6.0
19007	Iowa	Appanoose	12669	6302	6367	96.2	0.3	0.0	0.4	0.0	5799	6.6
19009	Iowa	Audubon	5869	2858	3011	97.5	0.2	0.2	0.3	0.0	3008	2.6
19011	Iowa	Benton	25803	12888	12915	96.8	0.7	0.0	0.2	0.0	13080	4.7
19013	Iowa	Black Hawk	132496	64707	67789	83.0	9.0	0.2	1.7	0.0	67141	6.6
19015	Iowa	Boone	26401	13244	13157	95.0	0.9	0.2	0.3	0.0	13403	4.7
19017	Iowa	Bremer	24539	12103	12436	96.0	1.1	0.2	0.8	0.2	12843	3.9
19019	Iowa	Buchanan	20998	10426	10572	96.6	0.4	0.3	0.5	0.0	10375	3.9
19021	Iowa	Buena Vista	20507	10516	9991	63.9	2.7	0.0	7.6	0.9	10725	3.7
19023	Iowa	Butler	14966	7429	7537	97.2	0.4	0.1	0.5	0.0	7419	4.0
19025	Iowa	Calhoun	9914	5065	4849	95.0	1.4	0.4	0.3	0.0	4614	4.0
19027	Iowa	Carroll	20629	10066	10563	95.7	1.5	0.1	0.1	0.0	10722	3.3
19029	Iowa	Cass	13590	6661	6929	95.9	0.4	0.2	0.4	0.1	6712	3.2
19031	Iowa	Cedar	18375	9013	9362	96.2	0.4	0.0	0.6	0.0	9763	3.0
19033	Iowa	Cerro Gordo	43481	21284	22197	91.9	1.2	0.2	1.1	0.0	22601	4.4
19035	Iowa	Cherokee	11853	5921	5932	94.3	0.5	0.4	0.1	0.0	6018	3.7
19037	Iowa	Chickasaw	12244	6149	6095	96.2	0.4	0.1	0.6	0.0	6148	3.8
19039	Iowa	Clarke	9280	4686	4594	87.9	0.1	0.0	0.5	0.0	4504	5.0
19041	Iowa	Clay	16537	8133	8404	94.6	0.6	0.1	0.2	0.4	8504	3.8
19043	Iowa	Clayton	17806	8896	8910	96.4	0.9	0.1	0.3	0.0	8996	4.2
19045	Iowa	Clinton	48365	23788	24577	91.7	2.7	0.4	0.7	0.0	23564	4.8
19047	Iowa	Crawford	17252	8688	8564	69.1	1.0	0.9	0.3	0.2	8192	4.8
19049	Iowa	Dallas	74892	36706	38186	87.1	1.1	0.1	3.4	0.1	40388	2.6
19051	Iowa	Davis	8742	4295	4447	97.3	0.2	0.0	0.3	0.0	3821	4.2
19053	Iowa	Decatur	8249	4115	4134	93.1	1.7	0.5	0.7	0.2	3660	7.5
19055	Iowa	Delaware	17507	8731	8776	97.4	0.2	0.0	0.3	0.0	9442	3.6
19057	Iowa	Des Moines	40208	19611	20597	88.4	5.4	0.1	0.6	0.0	18798	6.3
19059	Iowa	Dickinson	16967	8490	8477	96.7	0.3	0.1	0.2	0.2	8899	3.8
19061	Iowa	Dubuque	95906	47401	48505	92.1	1.9	0.1	1.3	0.3	50102	4.3
19063	Iowa	Emmet	9917	4887	5030	88.5	1.4	0.4	0.2	0.0	4955	4.6
19065	Iowa	Fayette	20589	10338	10251	94.6	1.1	0.2	0.8	0.0	10050	5.1
19067	Iowa	Floyd	16050	7958	8092	93.6	2.0	0.0	0.5	0.0	7998	3.5
19069	Iowa	Franklin	10489	5243	5246	86.5	1.0	0.0	0.2	0.0	5012	4.2
19071	Iowa	Fremont	7106	3523	3583	95.4	0.1	0.5	0.0	0.0	3463	3.7
19073	Iowa	Greene	9174	4481	4693	95.4	0.1	0.0	0.4	0.0	4452	5.6
19075	Iowa	Grundy	12407	6095	6312	97.3	0.4	0.1	0.4	0.0	6164	3.9
19077	Iowa	Guthrie	10740	5318	5422	96.1	0.8	0.1	0.1	0.2	5312	5.4
19079	Iowa	Hamilton	15297	7467	7830	90.7	0.7	0.0	2.2	0.0	7476	3.8
19081	Iowa	Hancock	11092	5575	5517	94.2	0.6	0.1	0.3	0.0	5640	1.5
19083	Iowa	Hardin	17393	8629	8764	93.0	0.9	0.2	1.0	0.0	8293	4.9
19085	Iowa	Harrison	14467	7170	7297	96.8	0.1	0.4	0.3	0.0	7352	3.6
19087	Iowa	Henry	20080	10254	9826	88.9	2.3	0.3	2.2	0.0	8992	5.1
19089	Iowa	Howard	9494	4702	4792	96.8	0.3	0.0	0.2	0.0	4666	3.4
19091	Iowa	Humboldt	9674	4721	4953	94.5	0.1	0.1	0.2	0.0	4652	4.8
19093	Iowa	Ida	7071	3561	3510	96.2	0.5	0.4	0.3	0.0	3579	3.7
19095	Iowa	Iowa	16344	8097	8247	96.0	0.8	0.0	0.2	0.1	8818	1.8
19097	Iowa	Jackson	19572	9733	9839	96.0	0.2	0.1	0.4	0.6	9687	4.4
19099	Iowa	Jasper	36726	18711	18015	94.9	1.5	0.2	0.6	0.0	17247	5.4
19101	Iowa	Jefferson	17318	8981	8337	82.3	1.4	0.1	7.9	0.0	7751	6.4
19103	Iowa	Johnson	139436	69350	70086	81.1	5.4	0.2	6.0	0.1	78838	3.5
19105	Iowa	Jones	20560	10674	9886	94.8	1.8	0.8	0.4	0.0	9815	5.0
19107	Iowa	Keokuk	10291	5179	5112	97.0	0.0	0.3	0.2	0.0	4921	5.1
19109	Iowa	Kossuth	15280	7629	7651	96.1	0.4	0.1	0.4	0.0	7788	2.1
19111	Iowa	Lee	35369	17767	17602	91.0	3.0	0.0	0.5	0.0	16414	8.7
19113	Iowa	Linn	216640	106827	109813	88.2	4.1	0.2	2.0	0.0	114142	4.8
19115	Iowa	Louisa	11271	5751	5520	79.8	0.8	0.2	2.5	0.1	5614	4.8
19117	Iowa	Lucas	8731	4376	4355	97.4	0.2	0.3	0.3	0.0	4122	5.8
19119	Iowa	Lyon	11723	5951	5772	96.3	0.1	0.2	0.3	0.0	5968	2.4
19121	Iowa	Madison	15644	7796	7848	96.5	0.5	0.0	0.9	0.0	7712	5.7
19123	Iowa	Mahaska	22396	11202	11194	94.4	1.3	0.1	1.1	0.0	10859	8.0
19125	Iowa	Marion	33248	16527	16721	95.1	0.5	0.2	1.0	0.0	17020	4.0
19127	Iowa	Marshall	40962	20730	20232	74.6	1.6	0.3	2.9	0.0	19409	6.3
19129	Iowa	Mills	14862	7507	7355	94.9	0.7	0.4	0.1	0.0	7089	3.8
19131	Iowa	Mitchell	10762	5339	5423	97.7	0.1	0.0	0.1	0.0	5319	3.2
19133	Iowa	Monona	9088	4518	4570	95.5	0.5	1.3	0.1	0.0	4165	5.5
19135	Iowa	Monroe	8002	4140	3862	94.6	0.1	0.0	0.6	0.0	3580	6.2
19137	Iowa	Montgomery	10465	5035	5430	94.6	0.0	0.2	0.0	0.0	4660	9.6
19139	Iowa	Muscatine	42913	21412	21501	78.9	1.5	0.2	1.2	0.1	21210	4.6
19141	Iowa	O'Brien	14092	7048	7044	93.6	0.5	0.1	0.8	0.0	7237	2.8
19143	Iowa	Osceola	6211	3118	3093	91.7	0.4	0.4	0.3	0.0	3282	3.3
19145	Iowa	Page	15660	8072	7588	91.9	2.1	0.4	1.2	0.0	7075	5.1
19147	Iowa	Palo Alto	9208	4618	4590	95.5	1.3	0.1	0.4	0.0	4637	2.9
19149	Iowa	Plymouth	24853	12269	12584	94.1	0.5	0.1	0.3	0.3	12978	3.4
19151	Iowa	Pocahontas	7127	3548	3579	94.4	1.2	0.1	0.1	0.0	3483	4.9
19153	Iowa	Polk	452369	222477	229892	79.5	6.1	0.2	3.9	0.1	238720	5.8
19155	Iowa	Pottawattamie	93213	45947	47266	89.0	1.3	0.3	0.6	0.0	46439	5.0
19157	Iowa	Poweshiek	18705	8987	9718	92.5	1.1	0.0	2.1	0.1	9636	4.8
19159	Iowa	Ringgold	5061	2474	2587	96.5	0.2	0.6	0.5	0.0	2133	4.8
19161	Iowa	Sac	10101	4967	5134	95.8	0.6	0.0	0.0	0.0	5151	4.0
19163	Iowa	Scott	169994	83437	86557	81.6	7.6	0.2	2.3	0.0	83140	5.4
19165	Iowa	Shelby	11992	5886	6106	95.7	0.2	0.1	0.5	0.0	6153	2.9
19167	Iowa	Sioux	34509	17404	17105	88.3	0.4	0.2	0.7	0.0	18867	1.8
19169	Iowa	Story	93586	48551	45035	85.6	2.3	0.2	6.5	0.0	50519	5.5
19171	Iowa	Tama	17479	8637	8842	83.2	0.5	6.5	0.3	0.0	8283	5.6
19173	Iowa	Taylor	6213	3136	3077	91.1	0.2	0.1	0.6	0.0	3061	4.4
19175	Iowa	Union	12575	6015	6560	95.0	1.0	0.4	0.3	0.0	6385	5.4
19177	Iowa	Van Buren	7432	3799	3633	97.1	0.3	0.1	0.2	0.0	3305	6.6
19179	Iowa	Wapello	35315	17413	17902	85.6	2.0	0.1	0.9	0.0	16128	8.0
19181	Iowa	Warren	47542	23326	24216	95.1	0.5	0.2	0.4	0.1	25008	4.8
19183	Iowa	Washington	22017	10847	11170	92.0	0.7	0.0	0.5	0.1	11358	4.2
19185	Iowa	Wayne	6384	3092	3292	96.7	0.5	0.3	0.1	0.0	2800	4.3
19187	Iowa	Webster	37295	19193	18102	88.9	4.0	0.3	1.1	0.0	16774	8.4
19189	Iowa	Winnebago	10614	5222	5392	93.1	0.9	0.7	1.1	0.0	5214	6.2
19191	Iowa	Winneshiek	20884	10386	10498	95.3	0.9	0.2	1.2	0.0	12230	3.0
19193	Iowa	Woodbury	102530	50448	52082	75.9	2.8	1.6	2.6	0.0	51599	5.2
19195	Iowa	Worth	7563	3728	3835	95.5	1.0	0.0	0.2	0.0	3800	4.7
19197	Iowa	Wright	12936	6446	6490	88.0	0.4	0.0	0.5	0.1	5996	5.7
20001	Kansas	Allen	13081	6441	6640	91.2	1.7	0.2	0.5	0.1	5863	7.0
20003	Kansas	Anderson	7896	3921	3975	95.0	0.1	2.3	0.0	0.0	3593	5.9
20005	Kansas	Atchison	16633	7977	8656	88.2	4.1	0.4	0.3	0.1	7519	7.3
20007	Kansas	Barber	4770	2396	2374	93.0	0.3	0.3	0.5	0.0	2350	3.1
20009	Kansas	Barton	27399	13307	14092	82.6	1.3	0.1	0.2	0.0	13200	6.8
20011	Kansas	Bourbon	14812	7324	7488	91.0	3.5	0.8	0.9	0.0	6541	3.3
20013	Kansas	Brown	9880	4808	5072	83.9	1.6	7.4	0.6	0.1	4606	4.5
20015	Kansas	Butler	66092	33192	32900	90.0	2.0	0.8	0.9	0.0	31277	5.6
20017	Kansas	Chase	2722	1348	1374	92.5	0.9	1.5	0.0	0.0	1187	2.9
20019	Kansas	Chautauqua	3520	1804	1716	87.5	0.6	5.3	0.0	0.0	1510	5.1
20021	Kansas	Cherokee	20952	10337	10615	88.8	0.5	3.5	0.4	0.0	9378	5.8
20023	Kansas	Cheyenne	2682	1352	1330	90.9	0.0	0.0	1.2	0.0	1321	1.9
20025	Kansas	Clark	2145	1055	1090	81.3	1.0	1.7	0.7	0.4	1040	1.4
20027	Kansas	Clay	8421	4145	4276	94.8	0.6	0.2	0.5	0.0	4169	1.9
20029	Kansas	Cloud	9339	4650	4689	93.6	0.4	0.2	0.8	0.0	4514	6.8
20031	Kansas	Coffey	8458	4246	4212	94.0	0.8	1.0	0.6	0.1	4207	5.1
20033	Kansas	Comanche	2010	1020	990	94.7	0.0	0.0	0.5	0.0	995	5.4
20035	Kansas	Cowley	36079	18184	17895	80.9	2.8	1.8	1.6	0.0	15686	7.0
20037	Kansas	Crawford	39304	19733	19571	87.9	2.1	0.5	1.5	0.0	18643	5.6
20039	Kansas	Decatur	2905	1455	1450	95.5	0.4	0.7	0.0	0.0	1389	3.8
20041	Kansas	Dickinson	19516	9716	9800	91.7	0.5	1.0	0.3	0.0	8898	6.7
20043	Kansas	Doniphan	7859	3992	3867	90.3	3.7	0.9	0.2	0.0	3790	5.8
20045	Kansas	Douglas	114967	57490	57477	80.1	3.8	2.2	4.4	0.0	61881	6.0
20047	Kansas	Edwards	2991	1528	1463	78.0	0.9	0.0	0.3	0.0	1451	2.0
20049	Kansas	Elk	2683	1339	1344	91.5	0.8	1.7	0.4	0.0	1121	5.3
20051	Kansas	Ellis	28993	14452	14541	90.5	1.1	0.2	1.3	0.2	16045	4.5
20053	Kansas	Ellsworth	6410	3630	2780	86.8	3.8	0.3	0.3	0.0	2787	4.3
20055	Kansas	Finney	37133	18884	18249	44.3	2.1	0.4	4.0	0.0	18612	4.6
20057	Kansas	Ford	34714	17906	16808	41.8	2.3	0.4	1.3	0.0	16237	6.4
20059	Kansas	Franklin	25753	12675	13078	91.2	1.2	0.4	0.2	0.0	12701	6.9
20061	Kansas	Geary	36787	19166	17621	58.9	16.2	0.7	3.1	0.7	12884	9.2
20063	Kansas	Gove	2735	1385	1350	95.1	1.0	0.1	0.5	0.0	1367	1.9
20065	Kansas	Graham	2593	1258	1335	89.2	3.1	0.3	1.2	0.0	1282	2.4
20067	Kansas	Grant	7816	3957	3859	53.1	0.0	0.4	0.0	0.0	3618	7.3
20069	Kansas	Gray	6065	2985	3080	84.7	0.0	0.0	0.1	0.0	3183	2.9
20071	Kansas	Greeley	1224	611	613	73.6	0.9	0.6	0.3	0.0	592	2.1
20073	Kansas	Greenwood	6393	3120	3273	92.5	0.2	0.3	0.0	0.0	2876	3.5
20075	Kansas	Hamilton	2586	1342	1244	64.7	0.0	0.2	0.0	0.0	1322	2.3
20077	Kansas	Harper	5861	2954	2907	90.5	0.1	1.4	0.1	0.1	2750	3.7
20079	Kansas	Harvey	34835	17026	17809	83.7	1.6	0.4	0.7	0.0	16472	4.4
20081	Kansas	Haskell	4130	2078	2052	68.9	0.0	1.3	0.9	0.0	2078	3.9
20083	Kansas	Hodgeman	1939	972	967	89.0	0.0	0.0	2.4	0.0	1005	2.5
20085	Kansas	Jackson	13400	6667	6733	84.7	0.7	5.7	0.5	0.1	6496	4.4
20087	Kansas	Jefferson	18898	9610	9288	94.2	0.5	0.7	0.0	0.0	9264	6.9
20089	Kansas	Jewell	3038	1516	1522	95.6	0.1	0.3	0.4	0.0	1468	2.5
20091	Kansas	Johnson	566814	277330	289484	81.0	4.4	0.3	4.4	0.0	302532	4.5
20093	Kansas	Kearny	3952	2125	1827	66.2	0.9	0.1	0.3	0.0	1930	1.8
20095	Kansas	Kingman	7790	3926	3864	94.2	0.1	0.9	0.0	0.0	3509	5.7
20097	Kansas	Kiowa	2536	1245	1291	90.5	0.7	0.4	0.7	0.0	1315	4.0
20099	Kansas	Labette	21048	10378	10670	85.3	3.4	1.0	0.3	0.0	9572	5.3
20101	Kansas	Lane	1674	817	857	92.4	0.4	0.3	0.0	0.0	926	2.4
20103	Kansas	Leavenworth	78227	41806	36421	79.3	8.3	0.6	1.6	0.1	33513	5.9
20105	Kansas	Lincoln	3154	1566	1588	95.1	0.8	0.6	0.3	0.0	1497	6.5
20107	Kansas	Linn	9528	4659	4869	94.4	0.7	1.2	0.3	0.0	3987	8.3
20109	Kansas	Logan	2793	1406	1387	91.2	0.0	0.6	0.2	0.0	1399	3.9
20111	Kansas	Lyon	33462	16262	17200	72.2	2.3	0.2	2.0	0.0	16784	7.2
20113	Kansas	McPherson	29252	14511	14741	92.2	1.0	0.5	0.7	0.0	15406	3.1
20115	Kansas	Marion	12290	6087	6203	93.6	0.8	0.5	0.2	0.0	5820	5.0
20117	Kansas	Marshall	10005	4998	5007	95.3	0.3	0.2	0.3	0.0	4933	3.0
20119	Kansas	Meade	4383	2258	2125	82.6	0.6	0.2	1.0	0.0	2137	2.8
20121	Kansas	Miami	32688	16097	16591	93.1	1.3	0.5	0.4	0.0	16030	5.6
20123	Kansas	Mitchell	6296	3208	3088	96.2	0.4	0.6	0.7	0.0	3086	2.6
20125	Kansas	Montgomery	34184	16851	17333	80.4	5.1	2.7	0.9	0.2	14514	8.7
20127	Kansas	Morris	5750	2855	2895	92.8	0.1	0.1	0.4	0.0	2819	3.2
20129	Kansas	Morton	3106	1648	1458	74.2	0.9	0.5	0.2	0.0	1408	5.8
20131	Kansas	Nemaha	10159	5107	5052	95.9	0.9	0.5	0.2	0.0	5302	1.7
20133	Kansas	Neosho	16423	8055	8368	90.7	1.0	0.3	0.2	0.1	7816	4.7
20135	Kansas	Ness	3077	1561	1516	89.2	0.5	0.1	0.0	0.0	1524	2.7
20137	Kansas	Norton	5590	3182	2408	89.8	2.5	0.4	0.4	0.3	2650	1.7
20139	Kansas	Osage	16080	8018	8062	94.3	0.1	0.9	0.2	0.0	7264	8.2
20141	Kansas	Osborne	3782	1874	1908	96.2	0.4	0.3	1.1	0.0	1884	4.0
20143	Kansas	Ottawa	6048	3134	2914	94.6	0.3	0.2	0.0	0.0	3008	5.3
20145	Kansas	Pawnee	6911	3966	2945	84.9	4.8	0.0	0.0	0.0	3012	1.9
20147	Kansas	Phillips	5501	2686	2815	94.7	0.4	0.2	0.2	0.0	2746	4.3
20149	Kansas	Pottawatomie	22625	11209	11416	90.0	1.2	0.5	0.9	0.0	10795	3.7
20151	Kansas	Pratt	9739	4873	4866	89.5	0.7	1.7	0.0	0.1	4618	5.6
20153	Kansas	Rawlins	2545	1293	1252	93.2	0.4	0.4	0.1	0.0	1247	2.3
20155	Kansas	Reno	64058	32262	31796	85.2	2.9	0.4	0.5	0.0	29564	5.7
20157	Kansas	Republic	4806	2355	2451	96.7	0.1	0.1	0.6	0.0	2455	3.8
20159	Kansas	Rice	10014	5053	4961	84.4	1.7	0.8	0.5	0.1	4905	5.5
20161	Kansas	Riley	75022	40002	35020	77.6	6.3	0.4	4.5	0.2	34186	5.8
20163	Kansas	Rooks	5186	2537	2649	95.2	0.2	0.3	0.6	0.0	2626	4.1
20165	Kansas	Rush	3184	1593	1591	95.3	0.0	0.4	0.0	0.0	1577	5.6
20167	Kansas	Russell	6988	3516	3472	93.6	1.2	0.2	0.0	0.7	3463	6.9
20169	Kansas	Saline	55735	27546	28189	80.9	3.1	0.5	2.5	0.1	28311	5.0
20171	Kansas	Scott	4928	2399	2529	81.5	0.0	0.6	1.1	0.0	2613	5.8
20173	Kansas	Sedgwick	506529	250929	255600	69.1	9.0	0.7	4.2	0.0	239060	6.9
20175	Kansas	Seward	23274	11839	11435	33.7	3.5	0.7	2.9	0.0	11031	9.0
20177	Kansas	Shawnee	178792	86783	92009	74.8	7.4	0.7	1.1	0.0	84199	6.8
20179	Kansas	Sheridan	2531	1321	1210	94.4	0.1	1.4	0.0	0.0	1286	1.2
20181	Kansas	Sherman	6054	2933	3121	84.8	1.4	0.2	0.0	0.0	2992	4.0
20183	Kansas	Smith	3740	1835	1905	95.7	0.4	0.0	0.2	0.0	1836	3.2
20185	Kansas	Stafford	4320	2161	2159	84.3	1.0	0.2	0.4	0.0	2108	2.6
20187	Kansas	Stanton	2149	993	1156	60.4	1.0	0.5	0.2	0.0	1116	2.4
20189	Kansas	Stevens	5772	2920	2852	63.0	0.6	0.5	0.3	0.1	2696	3.0
20191	Kansas	Sumner	23638	11694	11944	90.3	0.9	1.3	0.2	0.1	10758	7.0
20193	Kansas	Thomas	7925	3900	4025	91.5	1.8	0.3	0.1	0.1	4376	2.7
20195	Kansas	Trego	2951	1435	1516	95.2	0.3	1.1	0.4	0.0	1684	1.0
20197	Kansas	Wabaunsee	6997	3559	3438	93.7	0.2	0.3	0.2	0.0	3295	6.2
20199	Kansas	Wallace	1595	789	806	96.9	0.0	0.0	0.1	0.0	755	5.4
20201	Kansas	Washington	5686	2885	2801	94.5	0.8	0.4	0.2	0.0	2950	3.1
20203	Kansas	Wichita	2204	1150	1054	68.5	0.0	0.1	0.3	0.0	1077	3.1
20205	Kansas	Wilson	9061	4477	4584	92.9	0.2	0.5	0.6	0.0	4052	6.5
20207	Kansas	Woodson	3211	1606	1605	94.0	0.5	0.3	0.2	0.0	1557	4.6
20209	Kansas	Wyandotte	160806	79445	81361	42.6	23.9	0.5	3.4	0.1	70518	11.2
21001	Kentucky	Adair	18852	9308	9544	93.7	2.7	0.1	0.3	0.0	7700	7.7
21003	Kentucky	Allen	20355	10014	10341	95.6	1.4	0.0	0.5	0.0	8576	9.2
21005	Kentucky	Anderson	21761	10599	11162	94.4	2.3	0.0	0.6	0.0	10646	6.9
21007	Kentucky	Ballard	8256	4098	4158	93.4	3.4	0.5	0.6	0.0	3489	6.2
21009	Kentucky	Barren	42925	20895	22030	90.9	4.1	0.3	0.5	0.0	18672	7.6
21011	Kentucky	Bath	11978	5947	6031	95.7	1.6	0.1	0.0	0.0	4045	14.0
21013	Kentucky	Bell	27950	13581	14369	94.6	3.2	0.0	0.3	0.0	8018	11.6
21015	Kentucky	Boone	124617	61530	63087	88.8	2.9	0.2	2.4	0.0	62624	5.6
21017	Kentucky	Bourbon	20013	9878	10135	85.1	7.1	0.0	0.2	0.0	8984	9.9
21019	Kentucky	Boyd	48917	24241	24676	93.5	2.7	0.3	0.4	0.0	18376	10.5
21021	Kentucky	Boyle	29388	14607	14781	86.4	6.9	0.0	0.8	0.0	12218	7.1
21023	Kentucky	Bracken	8425	4203	4222	98.4	0.0	0.0	0.0	0.0	3486	8.3
21025	Kentucky	Breathitt	13591	6829	6762	97.3	0.5	0.2	0.4	0.2	4239	12.4
21027	Kentucky	Breckinridge	20061	9945	10116	94.8	2.3	0.0	0.1	0.0	7683	11.5
21029	Kentucky	Bullitt	76961	38049	38912	95.3	0.5	0.2	0.5	0.1	37079	7.6
21031	Kentucky	Butler	12835	6450	6385	95.6	0.7	0.2	0.0	0.0	5003	6.1
21033	Kentucky	Caldwell	12826	6191	6635	91.4	5.8	0.0	0.0	0.3	5396	8.7
21035	Kentucky	Calloway	38106	18379	19727	89.6	3.9	0.3	2.2	0.0	16904	9.1
21037	Kentucky	Campbell	91475	44858	46617	92.5	3.2	0.1	0.8	0.0	45872	6.8
21039	Kentucky	Carlisle	4984	2402	2582	94.7	1.6	0.7	0.1	0.0	2122	6.8
21041	Kentucky	Carroll	10830	5590	5240	88.9	2.4	0.2	0.1	0.0	4263	13.2
21043	Kentucky	Carter	27326	13502	13824	96.7	0.8	0.2	0.1	0.0	10039	11.1
21045	Kentucky	Casey	15954	7857	8097	95.2	0.8	0.1	0.2	0.0	5926	9.0
21047	Kentucky	Christian	74159	38891	35268	67.5	19.3	0.4	1.4	0.3	23856	12.7
21049	Kentucky	Clark	35657	17464	18193	90.4	5.3	0.0	0.6	0.0	15950	7.9
21051	Kentucky	Clay	21300	11415	9885	92.7	3.8	0.3	0.1	0.0	5459	15.9
21053	Kentucky	Clinton	10188	5052	5136	96.3	0.6	0.0	0.2	0.0	3555	9.3
21055	Kentucky	Crittenden	9222	4625	4597	96.7	1.2	0.2	0.0	0.0	3645	7.1
21057	Kentucky	Cumberland	6807	3313	3494	94.7	3.0	0.0	0.3	0.0	2449	10.2
21059	Kentucky	Daviess	98173	47590	50583	89.4	4.5	0.1	0.9	0.0	43941	6.8
21061	Kentucky	Edmonson	12105	6077	6028	95.9	1.5	0.2	0.1	0.0	4730	8.9
21063	Kentucky	Elliott	7725	4345	3380	96.7	2.4	0.1	0.1	0.0	2088	6.2
21065	Kentucky	Estill	14476	7118	7358	97.9	0.1	0.1	0.0	0.0	4855	11.8
21067	Kentucky	Fayette	308306	151459	156847	72.4	14.3	0.2	3.5	0.0	157198	6.9
21069	Kentucky	Fleming	14544	7179	7365	96.2	1.4	0.0	0.0	0.0	5897	9.7
21071	Kentucky	Floyd	38649	19048	19601	97.4	0.8	0.1	0.3	0.0	11922	9.7
21073	Kentucky	Franklin	49778	24271	25507	82.2	10.4	0.2	1.6	0.0	22601	8.7
21075	Kentucky	Fulton	6422	3169	3253	71.5	24.9	0.1	0.1	0.0	2274	12.0
21077	Kentucky	Gallatin	8567	4289	4278	91.5	1.1	0.0	0.6	0.0	3821	6.0
21079	Kentucky	Garrard	16976	8332	8644	94.2	1.3	0.0	0.1	0.0	7138	11.4
21081	Kentucky	Grant	24670	12239	12431	94.2	0.3	0.1	0.0	0.0	10215	6.8
21083	Kentucky	Graves	37502	18263	19239	87.2	5.0	0.1	0.3	0.0	15840	7.2
21085	Kentucky	Grayson	26001	12950	13051	95.5	1.2	0.2	0.2	0.0	10342	9.3
21087	Kentucky	Green	11149	5455	5694	94.6	3.0	0.0	0.6	0.0	4459	9.0
21089	Kentucky	Greenup	36477	17709	18768	96.3	0.8	0.1	0.4	0.0	13500	10.1
21091	Kentucky	Hancock	8669	4448	4221	96.0	1.0	0.0	0.0	0.0	3647	5.9
